DensityX,Composition,Time s,Temperature °C,Shear Rate 1/s,Shear Stress Pa,Instantaneous Viscosity Pas,Strain  
2.7,20,109.1,25,906.8,38.63,0.0426,5.95E+04
2.7,20,111.1,25,886.4,38.77,0.04373,6.13E+04
2.7,20,113.1,25,866.7,38.86,0.04484,6.30E+04
2.7,20,115.1,25,846.8,38.16,0.04506,6.47E+04
2.7,20,117.1,25,827.1,37.75,0.04564,6.64E+04
2.7,20,119.1,25,807.1,38.29,0.04744,6.80E+04
2.7,20,121.1,25,787.4,37.51,0.04764,6.96E+04
2.7,20,123.1,25,767.1,38.05,0.04961,7.11E+04
2.7,20,125.1,25,747.2,38.21,0.05113,7.26E+04
2.7,20,127.1,25,727.4,37.68,0.0518,7.41E+04
2.7,20,129.1,25,707.6,37.63,0.05318,7.55E+04
2.7,20,131.1,25,687.7,37.24,0.05416,7.69E+04
2.7,20,133.1,25,667.4,37.62,0.05636,7.82E+04
2.7,20,135.1,25,647.6,37.2,0.05744,7.95E+04
2.7,20,137.1,25,627.8,37.1,0.05909,8.08E+04
2.7,20,139.1,25,608,36.48,0.06,8.20E+04
2.7,20,141.1,25,588.1,36.73,0.06245,8.32E+04
2.7,20,143.1,25,568.4,36.51,0.06424,8.43E+04
2.7,20,145.1,25,548.1,36.77,0.06709,8.55E+04
2.7,20,147.1,25,528.2,35.02,0.0663,8.65E+04
2.7,20,149.1,25,508.4,35.72,0.07027,8.75E+04
2.7,20,151.1,25,488.6,35.04,0.07173,8.85E+04
2.7,20,153.1,25,468.8,36.05,0.07691,8.95E+04
2.7,20,155.1,25,448.9,35.27,0.07856,9.03E+04
2.7,20,157.1,25,428.6,35.5,0.08281,9.12E+04
2.7,20,159.1,25,408.8,35.91,0.08784,9.20E+04
2.7,20,161.1,25,389,36.23,0.09313,9.28E+04
2.7,20,163.1,25,369.2,35.01,0.09483,9.36E+04
2.7,20,165.1,25,349.3,34.27,0.0981,9.43E+04
2.7,20,167.1,25,329,33.72,0.1025,9.49E+04
2.7,20,169.1,25,309.2,29.53,0.09552,9.55E+04
2.7,20,171.1,25,289.4,25.38,0.08769,9.61E+04
2.7,20,173.1,25,269.6,24.84,0.09215,9.67E+04
2.7,20,175.1,25,249.8,24.73,0.09901,9.72E+04
2.7,20,177.1,25,229.9,24.14,0.105,9.76E+04
2.7,20,179.1,25,209.6,23.18,0.1106,9.80E+04
2.7,20,181.1,25,189.8,22.36,0.1178,9.84E+04
2.7,20,183.1,25,170,22.61,0.133,9.88E+04
2.7,20,185.1,25,150.1,22.09,0.1471,9.91E+04
2.7,20,187.1,25,130.3,20.82,0.1597,9.93E+04
2.7,20,189.1,25,110.5,20.07,0.1816,9.95E+04
2.7,20,191.1,25,90.2,18.29,0.2028,9.97E+04
2.7,20,193.1,25,70.38,13.77,0.1956,9.99E+04
2.7,20,195.1,25,50.56,11.47,0.2268,1.00E+05
2.7,20,197.1,25,30.25,7.746,0.2561,1.00E+05
2.7,20,199.1,25,10.43,3.414,0.3273,1.00E+05
2.7,30,1.004,25,9.443,28.83,3.053,19.03
2.7,30,3.007,25,29.25,35.64,1.218,77.7
2.7,30,5.008,25,49.07,46.13,0.9402,178
2.7,30,7.008,25,68.9,51.98,0.7544,315.3
2.7,30,9.007,25,88.7,42.25,0.4763,494.9
2.7,30,11.01,25,109,43.23,0.3965,714.7
2.7,30,13.01,25,128.8,42.35,0.3287,974.9
2.7,30,15.01,25,148.7,42.72,0.2874,1273
2.7,30,17.01,25,168.5,42.69,0.2534,1613
2.7,30,19.01,25,188.3,41.31,0.2194,1991
2.7,30,21.01,25,208.6,41.66,0.1997,2411
2.7,30,23.01,25,228.4,39.05,0.171,2869
2.7,30,25.01,25,248.3,38,0.153,3370
2.7,30,27.01,25,268.1,38.56,0.1438,3911
2.7,30,29.01,25,287.9,38.45,0.1335,4488
2.7,30,31.01,25,308.2,41.19,0.1336,5109
2.7,30,33.03,25,328,43.91,0.1339,5777
2.7,30,35.03,25,347.9,44.29,0.1273,6467
2.7,30,37.01,25,367.7,43.55,0.1185,7203
2.7,30,39.03,25,388,43,0.1108,7999
2.7,30,41.03,25,407.3,43.33,0.1064,8801
2.7,30,43.01,25,427.6,44.27,0.1035,9663
2.7,30,45.03,25,447.4,43.87,0.09805,1.06E+04
2.7,30,47.03,25,467.3,43.41,0.09289,1.15E+04
2.7,30,49.01,25,487.1,43.82,0.08996,1.25E+04
2.7,30,51.03,25,507.4,44.02,0.08676,1.35E+04
2.7,30,53.03,25,526.7,44.34,0.08418,1.46E+04
2.7,30,55.01,25,547.1,44.25,0.08088,1.57E+04
2.7,30,57.03,25,567.4,44.59,0.07859,1.68E+04
2.7,30,59.03,25,586.6,45.19,0.07703,1.80E+04
2.7,30,61.01,25,606.5,45.71,0.07537,1.92E+04
2.7,30,63.03,25,626.8,45.43,0.07249,2.05E+04
2.7,30,65.03,25,646.6,45.68,0.07064,2.18E+04
2.7,30,67.01,25,666.4,45.7,0.06857,2.31E+04
2.7,30,69.03,25,686.8,46.58,0.06783,2.45E+04
2.7,30,71.03,25,706,46.4,0.06572,2.59E+04
2.7,30,73.01,25,725.9,46.79,0.06446,2.74E+04
2.7,30,75.03,25,746.2,46.89,0.06285,2.89E+04
2.7,30,77.03,25,766.1,47.05,0.06141,3.04E+04
2.7,30,79.01,25,785.9,47.1,0.05993,3.20E+04
2.7,30,81.03,25,806.1,47.36,0.05875,3.36E+04
2.7,30,83.03,25,825.6,48.04,0.05819,3.52E+04
2.7,30,85.01,25,845.3,48.26,0.05708,3.69E+04
2.7,30,87.03,25,865.7,48.52,0.05605,3.87E+04
2.7,30,89.03,25,885.5,48.19,0.05442,4.05E+04
2.7,30,91.01,25,905.2,48.77,0.05387,4.23E+04
2.7,30,93.03,25,925.6,49.11,0.05305,4.42E+04
2.7,30,95.03,25,945,49.43,0.05231,4.60E+04
2.7,30,97.01,25,964.8,49.66,0.05148,4.80E+04
2.7,30,99.03,25,985.1,49.91,0.05067,5.00E+04
2.7,30,101.1,25,986.1,48.26,0.04894,5.20E+04
2.7,30,103.1,25,966.3,46.89,0.04852,5.40E+04
2.7,30,105.1,25,946.5,46.54,0.04917,5.59E+04
2.7,30,107.1,25,926.7,46.3,0.04997,5.77E+04
2.7,30,109.1,25,906.8,46.46,0.05123,5.95E+04
2.7,30,111.1,25,886.5,45.6,0.05144,6.13E+04
2.7,30,113.1,25,866.7,45.21,0.05217,6.31E+04
2.7,30,115.1,25,846.9,45.55,0.05378,6.48E+04
2.7,30,117.1,25,827.1,45.07,0.05449,6.64E+04
2.7,30,119.1,25,807.3,47.2,0.05847,6.81E+04
2.7,30,121.1,25,787.4,44.68,0.05675,6.96E+04
2.7,30,123.1,25,767,44.44,0.05794,7.12E+04
2.7,30,125.1,25,747.2,43.75,0.05855,7.27E+04
2.7,30,127.1,25,727.5,44.77,0.06154,7.41E+04
2.7,30,129.1,25,707.6,44.14,0.06239,7.56E+04
2.7,30,131.1,25,687.8,43.46,0.06318,7.69E+04
2.7,30,133.1,25,667.5,43.59,0.0653,7.83E+04
2.7,30,135.1,25,647.7,42.65,0.06584,7.96E+04
2.7,30,137.1,25,627.9,42.5,0.06768,8.09E+04
2.7,30,139.1,25,608,41.53,0.06831,8.21E+04
2.7,30,141.1,25,588.2,41.84,0.07113,8.32E+04
2.7,30,143.1,25,568.4,38.09,0.06701,8.44E+04
2.7,30,145.1,25,548.1,41.77,0.0762,8.55E+04
2.7,30,147.1,25,528.3,40.35,0.07639,8.66E+04
2.7,30,149.1,25,508.4,40.7,0.08006,8.76E+04
2.7,30,151.1,25,488.7,40.7,0.08329,8.86E+04
2.7,30,153.1,25,468.8,41.24,0.08795,8.95E+04
2.7,30,155.1,25,448.5,40.69,0.09074,9.04E+04
2.7,30,157.1,25,428.7,40,0.09331,9.13E+04
2.7,30,159.1,25,408.9,39.62,0.09689,9.21E+04
2.7,30,161.1,25,389.1,39.65,0.1019,9.29E+04
2.7,30,163.1,25,368.7,39.16,0.1062,9.36E+04
2.7,30,165.1,25,348.9,39.3,0.1127,9.43E+04
2.7,30,167.1,25,329.1,39.9,0.1213,9.50E+04
2.7,30,169.1,25,309.2,35.82,0.1158,9.56E+04
2.7,30,171.1,25,289.4,28.5,0.09847,9.62E+04
2.7,30,173.1,25,269.6,28.39,0.1053,9.67E+04
2.7,30,175.1,25,249.3,27.11,0.1088,9.72E+04
2.7,30,177.1,25,229.5,26.52,0.1156,9.77E+04
2.7,30,179.1,25,209.7,26.16,0.1248,9.81E+04
2.7,30,181.1,25,189.9,25.35,0.1335,9.85E+04
2.7,30,183.1,25,170,23.64,0.1391,9.88E+04
2.7,30,185.1,25,150.2,22.49,0.1497,9.91E+04
2.7,30,187.1,25,129.9,21.95,0.169,9.94E+04
2.7,30,189.1,25,110.1,20.17,0.1833,9.96E+04
2.7,30,191.1,25,90.24,18.19,0.2015,9.98E+04
2.7,30,193.1,25,70.42,17.03,0.2419,9.99E+04
2.7,30,195.1,25,50.61,12.17,0.2404,1.00E+05
2.7,30,197.1,25,30.3,8.67,0.2862,1.00E+05
2.7,30,199.1,25,10.48,4.062,0.3876,1.00E+05
2.7,30,1.004,25,9.441,29.46,3.12,19.04
2.7,30,3.008,25,29.25,38.26,1.308,78.36
2.7,30,5.008,25,49.07,48.69,0.9923,177
2.7,30,7.007,25,68.9,47.54,0.69,316.6
2.7,30,9.008,25,89.21,44.18,0.4952,496.5
2.7,30,11.01,25,109,43.06,0.395,714.8
2.7,30,13.01,25,128.8,41.22,0.3199,974.9
2.7,30,15.01,25,148.7,43.2,0.2906,1273
2.7,30,17.01,25,168.5,43.21,0.2565,1613
2.7,30,19.01,25,188.3,41.96,0.2228,1991
2.7,30,21.01,25,208.6,40.54,0.1943,2411
2.7,30,23.01,25,228.4,40.28,0.1763,2869
2.7,30,25.01,25,248.3,39.91,0.1608,3370
2.7,30,27.01,25,268.1,39.38,0.1469,3911
2.7,30,29.01,25,287.9,38,0.132,4488
2.7,30,31.01,25,308.2,41.43,0.1344,5109
2.7,30,33.01,25,328,43.87,0.1337,5765
2.7,30,35.01,25,347.8,44.95,0.1292,6467
2.7,30,37.01,25,367.7,43.27,0.1177,7203
2.7,30,39.01,25,387.5,44.61,0.1151,7985
2.7,30,41.01,25,407.3,44.18,0.1085,8801
2.7,30,43.01,25,427.6,44.21,0.1034,9663
2.7,30,45.01,25,447.4,47.73,0.1067,1.06E+04
2.7,30,47.01,25,467.3,45.77,0.09795,1.15E+04
2.7,30,49.01,25,487.1,44.53,0.09143,1.25E+04
2.7,30,51.01,25,506.9,44.87,0.08852,1.35E+04
2.7,30,53.01,25,526.7,44.52,0.08452,1.46E+04
2.7,30,55.01,25,547.1,45.15,0.08253,1.57E+04
2.7,30,57.01,25,566.9,45.19,0.07972,1.68E+04
2.7,30,59.01,25,586.7,45.6,0.07774,1.80E+04
2.7,30,61.01,25,606.5,45.27,0.07465,1.92E+04
2.7,30,63.01,25,626.3,45.96,0.07338,2.05E+04
2.7,30,65.01,25,646.6,46.4,0.07177,2.18E+04
2.7,30,67.01,25,666.4,46.63,0.06996,2.31E+04
2.7,30,69.01,25,686.3,46.74,0.06811,2.45E+04
2.7,30,71.01,25,706,47.36,0.06708,2.59E+04
2.7,30,73.01,25,725.9,47.02,0.06478,2.74E+04
2.7,30,75.01,25,745.7,47.45,0.06362,2.88E+04
2.7,30,77.01,25,766.1,47.42,0.06189,3.04E+04
2.7,30,79.01,25,785.9,47.96,0.06103,3.20E+04
2.7,30,81.01,25,805.8,48.49,0.06018,3.36E+04
2.7,30,83.01,25,825.5,48.49,0.05874,3.52E+04
2.7,30,85.01,25,845.3,48.85,0.0578,3.69E+04
2.7,30,87.01,25,865.1,48.82,0.05643,3.87E+04
2.7,30,89.01,25,885.4,48.76,0.05507,4.05E+04
2.7,30,91.01,25,905.2,49.42,0.0546,4.23E+04
2.7,30,93.01,25,925.1,50.14,0.0542,4.41E+04
2.7,30,95.01,25,944.9,49.84,0.05274,4.60E+04
2.7,30,97.01,25,964.8,50.67,0.05252,4.80E+04
2.7,30,99.01,25,985.1,50.88,0.05165,4.99E+04
2.7,30,101,25,986.1,48.96,0.04965,5.20E+04
2.7,30,103.1,25,966.2,47.7,0.04937,5.39E+04
2.7,30,105.1,25,946.5,47.07,0.04974,5.58E+04
2.7,30,107.1,25,926.1,47.21,0.05098,5.77E+04
2.7,30,109.1,25,906.8,46.56,0.05134,5.95E+04
2.7,30,111.1,25,886.5,46.13,0.05204,6.13E+04
2.7,30,113.1,25,866.7,45.87,0.05293,6.30E+04
2.7,30,115.1,25,846.8,26.42,0.0312,6.47E+04
2.7,30,117.1,25,827,45.36,0.05485,6.64E+04
2.7,30,119.1,25,806.6,45.75,0.05672,6.80E+04
2.7,30,121.1,25,787.4,44.57,0.05661,6.96E+04
2.7,30,123.1,25,767.1,44.23,0.05766,7.11E+04
2.7,30,125.1,25,746.7,44.56,0.05967,7.27E+04
2.7,30,127.1,25,727.4,43.75,0.06015,7.41E+04
2.7,30,129.1,25,707.5,43.57,0.06158,7.55E+04
2.7,30,131.1,25,687.3,43.74,0.06364,7.69E+04
2.7,30,133.1,25,667.4,43.38,0.06499,7.82E+04
2.7,30,135.1,25,647.6,43.29,0.06684,7.95E+04
2.7,30,137.1,25,627.3,43.18,0.06883,8.08E+04
2.7,30,139.1,25,608,42.07,0.0692,8.20E+04
2.7,30,141.1,25,588.1,42.18,0.07172,8.32E+04
2.7,30,143.1,25,567.9,42.02,0.07399,8.43E+04
2.7,30,145.1,25,548.1,42.4,0.07737,8.54E+04
2.7,30,147.1,25,528.2,40.82,0.07728,8.65E+04
2.7,30,149.1,25,507.9,41.52,0.08175,8.75E+04
2.7,30,151.1,25,488.6,41.12,0.08416,8.85E+04
2.7,30,153.1,25,468.8,41.12,0.08771,8.94E+04
2.7,30,155.1,25,448.4,40.35,0.08997,9.03E+04
2.7,30,157.1,25,428.6,40.19,0.09376,9.12E+04
2.7,30,159.1,25,408.8,40.13,0.09816,9.20E+04
2.7,30,161.1,25,388.5,39.72,0.1023,9.28E+04
2.7,30,163.1,25,369.2,39.37,0.1066,9.35E+04
2.7,30,165.1,25,349.3,38.97,0.1116,9.42E+04
2.7,30,167.1,25,329,37.92,0.1153,9.49E+04
2.7,30,169.1,25,309.2,35.37,0.1144,9.55E+04
2.7,30,171.1,25,289.4,29.22,0.101,9.61E+04
2.7,30,173.1,25,269.1,29.42,0.1093,9.67E+04
2.7,30,175.1,25,249.8,27.75,0.1111,9.71E+04
2.7,30,177.1,25,229.9,26.82,0.1166,9.76E+04
2.7,30,179.1,25,209.6,25.67,0.1225,9.80E+04
2.7,30,181.1,25,189.8,24.58,0.1295,9.84E+04
2.7,30,183.1,25,170,24.14,0.142,9.88E+04
2.7,30,185.1,25,149.7,23.5,0.157,9.91E+04
2.7,30,187.1,25,130.3,21.8,0.1672,9.93E+04
2.7,30,189.1,25,110.5,20.96,0.1897,9.95E+04
2.7,30,191.1,25,90.19,18.87,0.2092,9.97E+04
2.7,30,193.1,25,70.38,15.26,0.2168,9.99E+04
2.7,30,195.1,25,50.56,13.37,0.2645,1.00E+05
2.7,30,197.1,25,30.25,9.715,0.3212,1.00E+05
2.7,30,199.1,25,10.43,4.501,0.4317,1.00E+05
